,Misconception ID,Example Number,Topic,Predicted Diagnosis,Model,Trial,Correct
48,MaE46,3,"Variables, expressions, and operations",MaE45,gpt-4-turbo,26,False
49,MaE07,1,Number Operations,MaE07,gpt-4-turbo,26,True
50,MaE03,2,Number sense,MaE04,gpt-4-turbo,26,False
51,MaE41,4,"Patterns, relationships, and functions",MaE43,gpt-4-turbo,26,False
52,MaE32,4,Properties of number and operations,MaE17,gpt-4-turbo,26,False
53,MaE16,4,Number Operations,MaE16,gpt-4-turbo,26,True
54,MaE37,2,"Patterns, relationships, and functions",MaE43,gpt-4-turbo,26,False
0,MaE19,1,Number Operations,MaE19,gpt-4-turbo,27,True
1,MaE49,1,Equations and inequalities,MaE50,gpt-4-turbo,27,False
2,MaE25,2,Ratios and proportional reasoning,MaE28,gpt-4-turbo,27,False
3,MaE35,2,"Patterns, relationships, and functions",MaE36,gpt-4-turbo,27,False
4,MaE01,4,Number sense,MaE01,gpt-4-turbo,27,True
5,MaE17,1,Number Operations,MaE17,gpt-4-turbo,27,True
6,MaE53,1,Equations and inequalities,MaE49,gpt-4-turbo,27,False
7,MaE34,3,Properties of number and operations,MaE34,gpt-4-turbo,27,True
8,MaE36,2,"Patterns, relationships, and functions",MaE35,gpt-4-turbo,27,False
9,MaE31,1,Properties of number and operations,MaE31,gpt-4-turbo,27,True
10,MaE51,1,Equations and inequalities,MaE51,gpt-4-turbo,27,True
11,MaE18,4,Number Operations,MaE19,gpt-4-turbo,27,False
12,MaE37,4,"Patterns, relationships, and functions",MaE43,gpt-4-turbo,27,False
13,MaE02,3,Number sense,MaE02,gpt-4-turbo,27,True
14,MaE50,4,Equations and inequalities,MaE50,gpt-4-turbo,27,True
15,MaE05,1,Number sense,MaE05,gpt-4-turbo,27,True
16,MaE11,2,Number Operations,MaE11,gpt-4-turbo,27,True
17,MaE46,2,"Variables, expressions, and operations",MaE46,gpt-4-turbo,27,True
18,MaE39,1,"Patterns, relationships, and functions",MaE39,gpt-4-turbo,27,True
19,MaE47,1,"Variables, expressions, and operations",MaE50,gpt-4-turbo,27,False
20,MaE44,2,Algebraic representations,MaE42,gpt-4-turbo,27,False
21,MaE22,4,Number Operations,MaE22,gpt-4-turbo,27,True
22,MaE41,4,"Patterns, relationships, and functions",MaE41,gpt-4-turbo,27,True
23,MaE52,2,Equations and inequalities,MaE52,gpt-4-turbo,27,True
24,MaE28,1,Ratios and proportional reasoning,MaE42,gpt-4-turbo,27,False
25,MaE13,4,Number Operations,MaE13,gpt-4-turbo,27,True
26,MaE42,1,"Patterns, relationships, and functions",MaE23,gpt-4-turbo,27,False
27,MaE06,4,Number Operations,MaE07,gpt-4-turbo,27,False
28,MaE33,3,Properties of number and operations,MaE50,gpt-4-turbo,27,False
29,MaE24,1,Ratios and proportional reasoning,MaE27,gpt-4-turbo,27,False
30,MaE10,2,Number Operations,MaE11,gpt-4-turbo,27,False
31,MaE07,3,Number Operations,MaE06,gpt-4-turbo,27,False
32,MaE12,4,Number Operations,MaE12,gpt-4-turbo,27,True
33,MaE40,3,"Patterns, relationships, and functions",MaE04,gpt-4-turbo,27,False
34,MaE04,1,Number sense,MaE32,gpt-4-turbo,27,False
35,MaE08,1,Number Operations,MaE09,gpt-4-turbo,27,False
36,MaE43,2,Algebraic representations,MaE43,gpt-4-turbo,27,True
37,MaE21,2,Number Operations,MaE21,gpt-4-turbo,27,True
38,MaE15,4,Number Operations,MaE15,gpt-4-turbo,27,True
39,MaE32,2,Properties of number and operations,MaE50,gpt-4-turbo,27,False
40,MaE45,1,"Variables, expressions, and operations",MaE46,gpt-4-turbo,27,False
41,MaE16,3,Number Operations,MaE16,gpt-4-turbo,27,True
42,MaE38,1,"Patterns, relationships, and functions",MaE37,gpt-4-turbo,27,False
43,MaE23,3,Ratios and proportional reasoning,MaE23,gpt-4-turbo,27,True
44,MaE54,4,Equations and inequalities,MaE46,gpt-4-turbo,27,False
45,MaE48,3,"Variables, expressions, and operations",MaE23,gpt-4-turbo,27,False
46,MaE29,1,Ratios and proportional reasoning,MaE29,gpt-4-turbo,27,True
47,MaE09,1,Number Operations,MaE09,gpt-4-turbo,27,True
48,MaE55,3,Equations and inequalities,MaE55,gpt-4-turbo,27,True
49,MaE14,4,Number Operations,MaE15,gpt-4-turbo,27,False
50,MaE30,1,Ratios and proportional reasoning,MaE29,gpt-4-turbo,27,False
51,MaE20,2,Number Operations,MaE20,gpt-4-turbo,27,True
52,MaE03,3,Number sense,MaE03,gpt-4-turbo,27,True
53,MaE26,4,Ratios and proportional reasoning,MaE13,gpt-4-turbo,27,False
54,MaE27,4,Ratios and proportional reasoning,MaE27,gpt-4-turbo,27,True
0,MaE37,3,"Patterns, relationships, and functions",MaE37,gpt-4-turbo,28,True
1,MaE01,4,Number sense,MaE01,gpt-4-turbo,28,True
2,MaE21,2,Number Operations,MaE21,gpt-4-turbo,28,True
3,MaE27,4,Ratios and proportional reasoning,MaE42,gpt-4-turbo,28,False
4,MaE14,2,Number Operations,MaE14,gpt-4-turbo,28,True
5,MaE46,2,"Variables, expressions, and operations",MaE46,gpt-4-turbo,28,True
6,MaE12,3,Number Operations,MaE12,gpt-4-turbo,28,True
7,MaE11,3,Number Operations,MaE11,gpt-4-turbo,28,True
8,MaE07,1,Number Operations,MaE07,gpt-4-turbo,28,True
9,MaE39,3,"Patterns, relationships, and functions",MaE39,gpt-4-turbo,28,True
10,MaE45,3,"Variables, expressions, and operations",MaE54,gpt-4-turbo,28,False
11,MaE54,2,Equations and inequalities,MaE54,gpt-4-turbo,28,True
12,MaE55,2,Equations and inequalities,MaE18,gpt-4-turbo,28,False
13,MaE18,2,Number Operations,MaE18,gpt-4-turbo,28,True
14,MaE48,2,"Variables, expressions, and operations",MaE48,gpt-4-turbo,28,True
15,MaE09,3,Number Operations,MaE09,gpt-4-turbo,28,True
16,MaE04,4,Number sense,MaE35,gpt-4-turbo,28,False
17,MaE26,1,Ratios and proportional reasoning,MaE26,gpt-4-turbo,28,True
18,MaE06,1,Number Operations,MaE07,gpt-4-turbo,28,False
19,MaE02,4,Number sense,MaE07,gpt-4-turbo,28,False
20,MaE03,1,Number sense,MaE03,gpt-4-turbo,28,True
21,MaE24,1,Ratios and proportional reasoning,MaE27,gpt-4-turbo,28,False
22,MaE53,4,Equations and inequalities,MaE19,gpt-4-turbo,28,False
23,MaE08,2,Number Operations,MaE08,gpt-4-turbo,28,True
24,MaE30,1,Ratios and proportional reasoning,MaE30,gpt-4-turbo,28,True
25,MaE49,4,Equations and inequalities,MaE53,gpt-4-turbo,28,False
26,MaE25,4,Ratios and proportional reasoning,MaE34,gpt-4-turbo,28,False
27,MaE34,1,Properties of number and operations,MaE34,gpt-4-turbo,28,True
28,MaE42,2,"Patterns, relationships, and functions",MaE27,gpt-4-turbo,28,False
29,MaE38,2,"Patterns, relationships, and functions",MaE42,gpt-4-turbo,28,False
30,MaE32,4,Properties of number and operations,MaE21,gpt-4-turbo,28,False
31,MaE40,1,"Patterns, relationships, and functions",MaE43,gpt-4-turbo,28,False
32,MaE43,4,Algebraic representations,MaE41,gpt-4-turbo,28,False
33,MaE13,1,Number Operations,MaE13,gpt-4-turbo,28,True
34,MaE50,3,Equations and inequalities,MaE53,gpt-4-turbo,28,False
35,MaE47,3,"Variables, expressions, and operations",MaE47,gpt-4-turbo,28,True
36,MaE36,1,"Patterns, relationships, and functions",MaE35,gpt-4-turbo,28,False
37,MaE51,2,Equations and inequalities,MaE51,gpt-4-turbo,28,True
38,MaE35,4,"Patterns, relationships, and functions",MaE35,gpt-4-turbo,28,True
39,MaE33,2,Properties of number and operations,MaE33,gpt-4-turbo,28,True
40,MaE41,2,"Patterns, relationships, and functions",MaE41,gpt-4-turbo,28,True
41,MaE19,3,Number Operations,MaE18,gpt-4-turbo,28,False
42,MaE17,3,Number Operations,MaE20,gpt-4-turbo,28,False
43,MaE22,2,Number Operations,MaE22,gpt-4-turbo,28,True
44,MaE05,2,Number sense,MaE05,gpt-4-turbo,28,True
45,MaE29,4,Ratios and proportional reasoning,MaE25,gpt-4-turbo,28,False
46,MaE23,1,Ratios and proportional reasoning,MaE21,gpt-4-turbo,28,False
47,MaE20,2,Number Operations,MaE20,gpt-4-turbo,28,True
48,MaE44,1,Algebraic representations,MaE36,gpt-4-turbo,28,False
49,MaE16,2,Number Operations,MaE16,gpt-4-turbo,28,True
50,MaE15,1,Number Operations,MaE14,gpt-4-turbo,28,False
51,MaE28,4,Ratios and proportional reasoning,MaE27,gpt-4-turbo,28,False
52,MaE31,4,Properties of number and operations,MaE29,gpt-4-turbo,28,False
53,MaE10,4,Number Operations,MaE08,gpt-4-turbo,28,False
54,MaE52,2,Equations and inequalities,MaE52,gpt-4-turbo,28,True
0,MaE25,3,Ratios and proportional reasoning,MaE14,gpt-4-turbo,29,False
1,MaE15,2,Number Operations,MaE06,gpt-4-turbo,29,False
2,MaE29,4,Ratios and proportional reasoning,MaE29,gpt-4-turbo,29,True
3,MaE21,3,Number Operations,MaE17,gpt-4-turbo,29,False
4,MaE22,3,Number Operations,MaE22,gpt-4-turbo,29,True
5,MaE40,4,"Patterns, relationships, and functions",MaE46,gpt-4-turbo,29,False
6,MaE46,1,"Variables, expressions, and operations",MaE46,gpt-4-turbo,29,True
7,MaE27,4,Ratios and proportional reasoning,MaE28,gpt-4-turbo,29,False
8,MaE08,4,Number Operations,MaE13,gpt-4-turbo,29,False
9,MaE41,2,"Patterns, relationships, and functions",MaE41,gpt-4-turbo,29,True
10,MaE42,4,"Patterns, relationships, and functions",MaE38,gpt-4-turbo,29,False
11,MaE34,2,Properties of number and operations,MaE34,gpt-4-turbo,29,True
12,MaE30,2,Ratios and proportional reasoning,MaE30,gpt-4-turbo,29,True
13,MaE51,3,Equations and inequalities,MaE51,gpt-4-turbo,29,True
14,MaE09,1,Number Operations,MaE09,gpt-4-turbo,29,True
15,MaE38,3,"Patterns, relationships, and functions",MaE36,gpt-4-turbo,29,False
16,MaE33,4,Properties of number and operations,MaE33,gpt-4-turbo,29,True
17,MaE28,4,Ratios and proportional reasoning,MaE23,gpt-4-turbo,29,False
18,MaE06,3,Number Operations,MaE10,gpt-4-turbo,29,False
19,MaE11,3,Number Operations,MaE13,gpt-4-turbo,29,False
20,MaE12,4,Number Operations,MaE12,gpt-4-turbo,29,True
21,MaE52,3,Equations and inequalities,MaE52,gpt-4-turbo,29,True
22,MaE43,1,Algebraic representations,MaE43,gpt-4-turbo,29,True
23,MaE14,4,Number Operations,MaE14,gpt-4-turbo,29,True
24,MaE54,1,Equations and inequalities,MaE35,gpt-4-turbo,29,False
25,MaE50,4,Equations and inequalities,MaE50,gpt-4-turbo,29,True
26,MaE32,4,Properties of number and operations,MaE19,gpt-4-turbo,29,False
27,MaE45,1,"Variables, expressions, and operations",MaE45,gpt-4-turbo,29,True
28,MaE26,1,Ratios and proportional reasoning,MaE26,gpt-4-turbo,29,True
29,MaE17,1,Number Operations,MaE17,gpt-4-turbo,29,True
30,MaE48,2,"Variables, expressions, and operations",MaE48,gpt-4-turbo,29,True
31,MaE53,3,Equations and inequalities,MaE03,gpt-4-turbo,29,False
32,MaE13,2,Number Operations,MaE10,gpt-4-turbo,29,False
33,MaE02,3,Number sense,MaE02,gpt-4-turbo,29,True
34,MaE31,1,Properties of number and operations,MaE31,gpt-4-turbo,29,True
35,MaE03,1,Number sense,MaE03,gpt-4-turbo,29,True
36,MaE47,2,"Variables, expressions, and operations",MaE47,gpt-4-turbo,29,True
37,MaE23,1,Ratios and proportional reasoning,MaE28,gpt-4-turbo,29,False
38,MaE37,2,"Patterns, relationships, and functions",MaE39,gpt-4-turbo,29,False
39,MaE36,3,"Patterns, relationships, and functions",MaE53,gpt-4-turbo,29,False
40,MaE20,4,Number Operations,MaE20,gpt-4-turbo,29,True
41,MaE10,3,Number Operations,MaE54,gpt-4-turbo,29,False
42,MaE16,2,Number Operations,MaE17,gpt-4-turbo,29,False
43,MaE39,2,"Patterns, relationships, and functions",MaE37,gpt-4-turbo,29,False
44,MaE01,1,Number sense,MaE02,gpt-4-turbo,29,False
45,MaE49,3,Equations and inequalities,MaE48,gpt-4-turbo,29,False
46,MaE55,4,Equations and inequalities,MaE32,gpt-4-turbo,29,False
47,MaE05,2,Number sense,MaE05,gpt-4-turbo,29,True
48,MaE35,2,"Patterns, relationships, and functions",MaE36,gpt-4-turbo,29,False
49,MaE44,4,Algebraic representations,MaE50,gpt-4-turbo,29,False
50,MaE19,1,Number Operations,MaE19,gpt-4-turbo,29,True
51,MaE24,1,Ratios and proportional reasoning,MaE24,gpt-4-turbo,29,True
52,MaE07,3,Number Operations,MaE07,gpt-4-turbo,29,True
53,MaE04,3,Number sense,MaE04,gpt-4-turbo,29,True
54,MaE18,2,Number Operations,MaE18,gpt-4-turbo,29,True
0,MaE05,2,Number sense,MaE05,gpt-4-turbo,30,True
1,MaE40,3,"Patterns, relationships, and functions",MaE40,gpt-4-turbo,30,True
2,MaE04,4,Number sense,MaE01,gpt-4-turbo,30,False
3,MaE28,1,Ratios and proportional reasoning,MaE24,gpt-4-turbo,30,False
4,MaE33,4,Properties of number and operations,MaE33,gpt-4-turbo,30,True
5,MaE14,4,Number Operations,MaE14,gpt-4-turbo,30,True
6,MaE07,1,Number Operations,MaE07,gpt-4-turbo,30,True
7,MaE01,4,Number sense,MaE01,gpt-4-turbo,30,True
8,MaE11,1,Number Operations,MaE11,gpt-4-turbo,30,True
9,MaE50,2,Equations and inequalities,MaE41,gpt-4-turbo,30,False
10,MaE55,4,Equations and inequalities,MaE55,gpt-4-turbo,30,True
11,MaE51,2,Equations and inequalities,MaE46,gpt-4-turbo,30,False
12,MaE16,4,Number Operations,MaE16,gpt-4-turbo,30,True
13,MaE43,4,Algebraic representations,MaE43,gpt-4-turbo,30,True
14,MaE09,1,Number Operations,MaE09,gpt-4-turbo,30,True
15,MaE35,3,"Patterns, relationships, and functions",MaE36,gpt-4-turbo,30,False
16,MaE30,3,Ratios and proportional reasoning,MaE30,gpt-4-turbo,30,True
17,MaE24,1,Ratios and proportional reasoning,MaE24,gpt-4-turbo,30,True
18,MaE31,2,Properties of number and operations,MaE31,gpt-4-turbo,30,True
19,MaE22,2,Number Operations,MaE22,gpt-4-turbo,30,True
20,MaE52,4,Equations and inequalities,MaE52,gpt-4-turbo,30,True
21,MaE03,2,Number sense,MaE03,gpt-4-turbo,30,True
22,MaE48,4,"Variables, expressions, and operations",MaE45,gpt-4-turbo,30,False
23,MaE42,3,"Patterns, relationships, and functions",MaE50,gpt-4-turbo,30,False
24,MaE39,4,"Patterns, relationships, and functions",MaE38,gpt-4-turbo,30,False
25,MaE49,2,Equations and inequalities,MaE53,gpt-4-turbo,30,False
26,MaE36,3,"Patterns, relationships, and functions",MaE36,gpt-4-turbo,30,True
27,MaE02,3,Number sense,MaE02,gpt-4-turbo,30,True
28,MaE32,4,Properties of number and operations,MaE19,gpt-4-turbo,30,False
29,MaE29,4,Ratios and proportional reasoning,MaE29,gpt-4-turbo,30,True
30,MaE23,1,Ratios and proportional reasoning,MaE22,gpt-4-turbo,30,False
31,MaE17,2,Number Operations,MaE17,gpt-4-turbo,30,True
32,MaE45,2,"Variables, expressions, and operations",MaE45,gpt-4-turbo,30,True
33,MaE06,1,Number Operations,MaE07,gpt-4-turbo,30,False
34,MaE25,2,Ratios and proportional reasoning,MaE42,gpt-4-turbo,30,False
35,MaE15,1,Number Operations,MaE14,gpt-4-turbo,30,False
36,MaE47,2,"Variables, expressions, and operations",MaE45,gpt-4-turbo,30,False
37,MaE18,3,Number Operations,MaE18,gpt-4-turbo,30,True
38,MaE13,1,Number Operations,MaE13,gpt-4-turbo,30,True
39,MaE27,3,Ratios and proportional reasoning,MaE42,gpt-4-turbo,30,False
40,MaE21,1,Number Operations,MaE17,gpt-4-turbo,30,False
41,MaE12,4,Number Operations,MaE12,gpt-4-turbo,30,True
42,MaE37,2,"Patterns, relationships, and functions",MaE43,gpt-4-turbo,30,False
43,MaE08,3,Number Operations,MaE09,gpt-4-turbo,30,False
44,MaE34,3,Properties of number and operations,MaE32,gpt-4-turbo,30,False
45,MaE53,1,Equations and inequalities,MaE50,gpt-4-turbo,30,False
46,MaE20,1,Number Operations,MaE20,gpt-4-turbo,30,True
47,MaE10,3,Number Operations,MaE10,gpt-4-turbo,30,True
48,MaE44,3,Algebraic representations,MaE31,gpt-4-turbo,30,False
49,MaE54,4,Equations and inequalities,MaE53,gpt-4-turbo,30,False
50,MaE46,1,"Variables, expressions, and operations",MaE46,gpt-4-turbo,30,True
51,MaE41,4,"Patterns, relationships, and functions",MaE39,gpt-4-turbo,30,False
52,MaE19,4,Number Operations,MaE19,gpt-4-turbo,30,True
53,MaE26,4,Ratios and proportional reasoning,MaE28,gpt-4-turbo,30,False
54,MaE38,4,"Patterns, relationships, and functions",MaE23,gpt-4-turbo,30,False
0,MaE54,4,Equations and inequalities,MaE54,gpt-4-turbo,31,True
1,MaE27,1,Ratios and proportional reasoning,MaE24,gpt-4-turbo,31,False
2,MaE36,1,"Patterns, relationships, and functions",MaE35,gpt-4-turbo,31,False
3,MaE26,4,Ratios and proportional reasoning,MaE26,gpt-4-turbo,31,True
4,MaE39,3,"Patterns, relationships, and functions",MaE38,gpt-4-turbo,31,False
5,MaE12,1,Number Operations,MaE12,gpt-4-turbo,31,True
6,MaE15,2,Number Operations,MaE15,gpt-4-turbo,31,True
7,MaE44,4,Algebraic representations,MaE47,gpt-4-turbo,31,False
8,MaE42,2,"Patterns, relationships, and functions",MaE26,gpt-4-turbo,31,False
9,MaE03,2,Number sense,MaE03,gpt-4-turbo,31,True
10,MaE40,2,"Patterns, relationships, and functions",MaE40,gpt-4-turbo,31,True
11,MaE32,4,Properties of number and operations,MaE08,gpt-4-turbo,31,False
12,MaE48,2,"Variables, expressions, and operations",MaE48,gpt-4-turbo,31,True
13,MaE14,3,Number Operations,MaE15,gpt-4-turbo,31,False
14,MaE09,2,Number Operations,MaE09,gpt-4-turbo,31,True
15,MaE50,1,Equations and inequalities,MaE36,gpt-4-turbo,31,False
16,MaE30,3,Ratios and proportional reasoning,MaE30,gpt-4-turbo,31,True
17,MaE28,1,Ratios and proportional reasoning,MaE28,gpt-4-turbo,31,True
18,MaE04,4,Number sense,MaE43,gpt-4-turbo,31,False
19,MaE21,3,Number Operations,MaE17,gpt-4-turbo,31,False
20,MaE16,4,Number Operations,MaE23,gpt-4-turbo,31,False
21,MaE06,2,Number Operations,MaE07,gpt-4-turbo,31,False
22,MaE13,4,Number Operations,MaE13,gpt-4-turbo,31,True
23,MaE55,3,Equations and inequalities,MaE55,gpt-4-turbo,31,True
24,MaE33,4,Properties of number and operations,MaE33,gpt-4-turbo,31,True
25,MaE31,4,Properties of number and operations,MaE26,gpt-4-turbo,31,False
26,MaE52,1,Equations and inequalities,MaE10,gpt-4-turbo,31,False
27,MaE45,1,"Variables, expressions, and operations",MaE45,gpt-4-turbo,31,True
28,MaE51,4,Equations and inequalities,MaE50,gpt-4-turbo,31,False
29,MaE18,1,Number Operations,MaE18,gpt-4-turbo,31,True
30,MaE47,3,"Variables, expressions, and operations",MaE47,gpt-4-turbo,31,True
31,MaE53,3,Equations and inequalities,MaE20,gpt-4-turbo,31,False
32,MaE35,1,"Patterns, relationships, and functions",MaE35,gpt-4-turbo,31,True
33,MaE38,3,"Patterns, relationships, and functions",MaE38,gpt-4-turbo,31,True
34,MaE10,2,Number Operations,MaE11,gpt-4-turbo,31,False
35,MaE37,3,"Patterns, relationships, and functions",MaE37,gpt-4-turbo,31,True
36,MaE01,3,Number sense,MaE01,gpt-4-turbo,31,True
37,MaE34,4,Properties of number and operations,MaE54,gpt-4-turbo,31,False
38,MaE19,4,Number Operations,MaE19,gpt-4-turbo,31,True
39,MaE11,1,Number Operations,MaE11,gpt-4-turbo,31,True
40,MaE17,3,Number Operations,MaE17,gpt-4-turbo,31,True
41,MaE22,2,Number Operations,MaE20,gpt-4-turbo,31,False
42,MaE29,3,Ratios and proportional reasoning,MaE29,gpt-4-turbo,31,True
43,MaE23,4,Ratios and proportional reasoning,MaE28,gpt-4-turbo,31,False
44,MaE20,1,Number Operations,MaE23,gpt-4-turbo,31,False
45,MaE41,3,"Patterns, relationships, and functions",MaE41,gpt-4-turbo,31,True
46,MaE07,3,Number Operations,MaE07,gpt-4-turbo,31,True
47,MaE05,2,Number sense,MaE05,gpt-4-turbo,31,True
48,MaE24,3,Ratios and proportional reasoning,MaE28,gpt-4-turbo,31,False
49,MaE43,4,Algebraic representations,MaE41,gpt-4-turbo,31,False
50,MaE08,3,Number Operations,MaE08,gpt-4-turbo,31,True
51,MaE46,2,"Variables, expressions, and operations",MaE45,gpt-4-turbo,31,False
52,MaE25,2,Ratios and proportional reasoning,MaE42,gpt-4-turbo,31,False
53,MaE49,1,Equations and inequalities,MaE53,gpt-4-turbo,31,False
54,MaE02,4,Number sense,MaE07,gpt-4-turbo,31,False
0,MaE49,1,Equations and inequalities,MaE45,gpt-4-turbo,32,False
1,MaE52,4,Equations and inequalities,MaE52,gpt-4-turbo,32,True
2,MaE03,4,Number sense,MaE03,gpt-4-turbo,32,True
3,MaE12,1,Number Operations,MaE12,gpt-4-turbo,32,True
4,MaE55,3,Equations and inequalities,MaE44,gpt-4-turbo,32,False
5,MaE01,3,Number sense,MaE01,gpt-4-turbo,32,True
6,MaE48,2,"Variables, expressions, and operations",MaE47,gpt-4-turbo,32,False
7,MaE38,4,"Patterns, relationships, and functions",MaE38,gpt-4-turbo,32,True
8,MaE02,3,Number sense,MaE02,gpt-4-turbo,32,True
9,MaE21,2,Number Operations,MaE17,gpt-4-turbo,32,False
10,MaE44,1,Algebraic representations,MaE37,gpt-4-turbo,32,False
11,MaE13,1,Number Operations,MaE13,gpt-4-turbo,32,True
12,MaE16,1,Number Operations,MaE16,gpt-4-turbo,32,True
13,MaE29,1,Ratios and proportional reasoning,MaE27,gpt-4-turbo,32,False
14,MaE14,2,Number Operations,MaE15,gpt-4-turbo,32,False
15,MaE08,2,Number Operations,MaE32,gpt-4-turbo,32,False
16,MaE07,1,Number Operations,MaE07,gpt-4-turbo,32,True
17,MaE28,1,Ratios and proportional reasoning,MaE39,gpt-4-turbo,32,False
18,MaE39,2,"Patterns, relationships, and functions",MaE39,gpt-4-turbo,32,True
19,MaE04,3,Number sense,MaE45,gpt-4-turbo,32,False
20,MaE33,2,Properties of number and operations,MaE33,gpt-4-turbo,32,True
21,MaE37,1,"Patterns, relationships, and functions",MaE05,gpt-4-turbo,32,False
22,MaE25,3,Ratios and proportional reasoning,MaE09,gpt-4-turbo,32,False
23,MaE50,1,Equations and inequalities,MaE50,gpt-4-turbo,32,True
24,MaE42,3,"Patterns, relationships, and functions",MaE53,gpt-4-turbo,32,False
25,MaE41,1,"Patterns, relationships, and functions",MaE40,gpt-4-turbo,32,False
26,MaE06,3,Number Operations,MaE08,gpt-4-turbo,32,False
27,MaE19,4,Number Operations,MaE19,gpt-4-turbo,32,True
28,MaE27,1,Ratios and proportional reasoning,MaE30,gpt-4-turbo,32,False
29,MaE32,1,Properties of number and operations,MaE33,gpt-4-turbo,32,False
30,MaE18,3,Number Operations,MaE18,gpt-4-turbo,32,True
31,MaE30,1,Ratios and proportional reasoning,MaE30,gpt-4-turbo,32,True
32,MaE10,3,Number Operations,MaE10,gpt-4-turbo,32,True
33,MaE47,4,"Variables, expressions, and operations",MaE48,gpt-4-turbo,32,False
34,MaE51,2,Equations and inequalities,MaE48,gpt-4-turbo,32,False
35,MaE46,2,"Variables, expressions, and operations",MaE46,gpt-4-turbo,32,True
36,MaE26,3,Ratios and proportional reasoning,MaE27,gpt-4-turbo,32,False
37,MaE54,4,Equations and inequalities,MaE43,gpt-4-turbo,32,False
38,MaE35,3,"Patterns, relationships, and functions",MaE35,gpt-4-turbo,32,True
39,MaE22,4,Number Operations,MaE22,gpt-4-turbo,32,True
40,MaE40,2,"Patterns, relationships, and functions",MaE40,gpt-4-turbo,32,True
41,MaE31,1,Properties of number and operations,MaE31,gpt-4-turbo,32,True
42,MaE36,3,"Patterns, relationships, and functions",MaE35,gpt-4-turbo,32,False
43,MaE15,4,Number Operations,MaE15,gpt-4-turbo,32,True
44,MaE34,3,Properties of number and operations,MaE54,gpt-4-turbo,32,False
45,MaE45,3,"Variables, expressions, and operations",MaE23,gpt-4-turbo,32,False
46,MaE24,2,Ratios and proportional reasoning,MaE23,gpt-4-turbo,32,False
47,MaE09,2,Number Operations,MaE08,gpt-4-turbo,32,False
48,MaE53,2,Equations and inequalities,MaE49,gpt-4-turbo,32,False
49,MaE23,3,Ratios and proportional reasoning,MaE28,gpt-4-turbo,32,False
50,MaE20,4,Number Operations,MaE20,gpt-4-turbo,32,True
51,MaE05,4,Number sense,MaE05,gpt-4-turbo,32,True
52,MaE17,1,Number Operations,MaE17,gpt-4-turbo,32,True
53,MaE43,3,Algebraic representations,MaE40,gpt-4-turbo,32,False
54,MaE11,4,Number Operations,MaE11,gpt-4-turbo,32,True
0,MaE40,2,"Patterns, relationships, and functions",MaE41,gpt-4-turbo,33,False
1,MaE07,2,Number Operations,MaE07,gpt-4-turbo,33,True
2,MaE03,1,Number sense,MaE15,gpt-4-turbo,33,False
3,MaE33,2,Properties of number and operations,MaE55,gpt-4-turbo,33,False
4,MaE16,1,Number Operations,MaE16,gpt-4-turbo,33,True
5,MaE27,1,Ratios and proportional reasoning,MaE23,gpt-4-turbo,33,False
6,MaE51,2,Equations and inequalities,MaE55,gpt-4-turbo,33,False
7,MaE53,1,Equations and inequalities,MaE50,gpt-4-turbo,33,False
8,MaE50,2,Equations and inequalities,MaE55,gpt-4-turbo,33,False
9,MaE49,4,Equations and inequalities,MaE54,gpt-4-turbo,33,False
10,MaE18,3,Number Operations,MaE18,gpt-4-turbo,33,True
11,MaE42,2,"Patterns, relationships, and functions",MaE26,gpt-4-turbo,33,False
12,MaE28,3,Ratios and proportional reasoning,MaE02,gpt-4-turbo,33,False
13,MaE41,3,"Patterns, relationships, and functions",MaE41,gpt-4-turbo,33,True
14,MaE26,2,Ratios and proportional reasoning,MaE13,gpt-4-turbo,33,False
15,MaE36,2,"Patterns, relationships, and functions",MaE35,gpt-4-turbo,33,False
16,MaE09,2,Number Operations,MaE09,gpt-4-turbo,33,True
17,MaE34,3,Properties of number and operations,MaE18,gpt-4-turbo,33,False
18,MaE48,2,"Variables, expressions, and operations",MaE55,gpt-4-turbo,33,False
19,MaE01,2,Number sense,MaE01,gpt-4-turbo,33,True
20,MaE29,2,Ratios and proportional reasoning,MaE29,gpt-4-turbo,33,True
21,MaE39,4,"Patterns, relationships, and functions",MaE39,gpt-4-turbo,33,True
22,MaE22,2,Number Operations,MaE22,gpt-4-turbo,33,True
23,MaE15,1,Number Operations,MaE15,gpt-4-turbo,33,True
24,MaE25,4,Ratios and proportional reasoning,MaE30,gpt-4-turbo,33,False
25,MaE13,1,Number Operations,MaE13,gpt-4-turbo,33,True
26,MaE04,3,Number sense,MaE45,gpt-4-turbo,33,False
27,MaE38,2,"Patterns, relationships, and functions",MaE23,gpt-4-turbo,33,False
28,MaE45,3,"Variables, expressions, and operations",MaE46,gpt-4-turbo,33,False
29,MaE20,1,Number Operations,MaE22,gpt-4-turbo,33,False
30,MaE35,1,"Patterns, relationships, and functions",MaE35,gpt-4-turbo,33,True
31,MaE37,1,"Patterns, relationships, and functions",MaE23,gpt-4-turbo,33,False
32,MaE31,4,Properties of number and operations,MaE35,gpt-4-turbo,33,False
33,MaE10,1,Number Operations,MaE55,gpt-4-turbo,33,False
34,MaE23,1,Ratios and proportional reasoning,MaE29,gpt-4-turbo,33,False
35,MaE11,1,Number Operations,MaE11,gpt-4-turbo,33,True
36,MaE21,1,Number Operations,MaE21,gpt-4-turbo,33,True
